SUMMARY_LOG,LOWER_LIMIT,UPPER_LIMIT,SPOT_METRIC_LIV_LOG,DISTANCE_LIV_TEMPERATURE,MIN_ABNORMAL_RANGE,MAX_ABNORMAL_RANGE,INCLUDE_OK2SEND
EOLR_sfr_60cm_083_y,,,EOLR_sfr_60cm_083_y,Rx,None,None,TRUE
EOLR_sfr_60cm_083_radius,,,EOLR_sfr_60cm_083_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_084_Ny8,,,EOLR_sfr_60cm_084_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_084_Ny4,,,EOLR_sfr_60cm_084_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_084_Ny2,,,EOLR_sfr_60cm_084_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_084_Acc,,,EOLR_sfr_60cm_084_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_084_x,,,EOLR_sfr_60cm_084_x,Rx,None,None,TRUE
EOLR_sfr_60cm_084_y,,,EOLR_sfr_60cm_084_y,Rx,None,None,TRUE
EOLR_sfr_60cm_084_radius,,,EOLR_sfr_60cm_084_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_085_Ny8,,,EOLR_sfr_60cm_085_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_085_Ny4,,,EOLR_sfr_60cm_085_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_085_Ny2,,,EOLR_sfr_60cm_085_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_085_Acc,,,EOLR_sfr_60cm_085_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_085_x,,,EOLR_sfr_60cm_085_x,Rx,None,None,TRUE
EOLR_sfr_60cm_085_y,,,EOLR_sfr_60cm_085_y,Rx,None,None,TRUE
EOLR_sfr_60cm_085_radius,,,EOLR_sfr_60cm_085_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_086_Ny8,,,EOLR_sfr_60cm_086_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_086_Ny4,,,EOLR_sfr_60cm_086_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_086_Ny2,,,EOLR_sfr_60cm_086_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_086_Acc,,,EOLR_sfr_60cm_086_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_086_x,,,EOLR_sfr_60cm_086_x,Rx,None,None,TRUE
EOLR_sfr_60cm_086_y,,,EOLR_sfr_60cm_086_y,Rx,None,None,TRUE
EOLR_sfr_60cm_086_radius,,,EOLR_sfr_60cm_086_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_087_Ny8,,,EOLR_sfr_60cm_087_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_087_Ny4,,,EOLR_sfr_60cm_087_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_087_Ny2,,,EOLR_sfr_60cm_087_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_087_Acc,,,EOLR_sfr_60cm_087_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_087_x,,,EOLR_sfr_60cm_087_x,Rx,None,None,TRUE
EOLR_sfr_60cm_087_y,,,EOLR_sfr_60cm_087_y,Rx,None,None,TRUE
EOLR_sfr_60cm_087_radius,,,EOLR_sfr_60cm_087_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_088_Ny8,,,EOLR_sfr_60cm_088_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_088_Ny4,,,EOLR_sfr_60cm_088_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_088_Ny2,,,EOLR_sfr_60cm_088_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_088_Acc,,,EOLR_sfr_60cm_088_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_088_x,,,EOLR_sfr_60cm_088_x,Rx,None,None,TRUE
EOLR_sfr_60cm_088_y,,,EOLR_sfr_60cm_088_y,Rx,None,None,TRUE
EOLR_sfr_60cm_088_radius,,,EOLR_sfr_60cm_088_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_089_Ny8,,,EOLR_sfr_60cm_089_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_089_Ny4,,,EOLR_sfr_60cm_089_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_089_Ny2,,,EOLR_sfr_60cm_089_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_089_Acc,,,EOLR_sfr_60cm_089_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_089_x,,,EOLR_sfr_60cm_089_x,Rx,None,None,TRUE
EOLR_sfr_60cm_089_y,,,EOLR_sfr_60cm_089_y,Rx,None,None,TRUE
EOLR_sfr_60cm_089_radius,,,EOLR_sfr_60cm_089_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_090_Ny8,,,EOLR_sfr_60cm_090_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_090_Ny4,,,EOLR_sfr_60cm_090_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_090_Ny2,,,EOLR_sfr_60cm_090_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_090_Acc,,,EOLR_sfr_60cm_090_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_090_x,,,EOLR_sfr_60cm_090_x,Rx,None,None,TRUE
EOLR_sfr_60cm_090_y,,,EOLR_sfr_60cm_090_y,Rx,None,None,TRUE
EOLR_sfr_60cm_090_radius,,,EOLR_sfr_60cm_090_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_091_Ny8,,,EOLR_sfr_60cm_091_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_091_Ny4,,,EOLR_sfr_60cm_091_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_091_Ny2,,,EOLR_sfr_60cm_091_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_091_Acc,,,EOLR_sfr_60cm_091_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_091_x,,,EOLR_sfr_60cm_091_x,Rx,None,None,TRUE
EOLR_sfr_60cm_091_y,,,EOLR_sfr_60cm_091_y,Rx,None,None,TRUE
EOLR_sfr_60cm_091_radius,,,EOLR_sfr_60cm_091_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_092_Ny8,,,EOLR_sfr_60cm_092_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_092_Ny4,,,EOLR_sfr_60cm_092_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_092_Ny2,,,EOLR_sfr_60cm_092_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_092_Acc,,,EOLR_sfr_60cm_092_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_092_x,,,EOLR_sfr_60cm_092_x,Rx,None,None,TRUE
EOLR_sfr_60cm_092_y,,,EOLR_sfr_60cm_092_y,Rx,None,None,TRUE
EOLR_sfr_60cm_092_radius,,,EOLR_sfr_60cm_092_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_093_Ny8,,,EOLR_sfr_60cm_093_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_093_Ny4,,,EOLR_sfr_60cm_093_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_093_Ny2,,,EOLR_sfr_60cm_093_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_093_Acc,,,EOLR_sfr_60cm_093_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_093_x,,,EOLR_sfr_60cm_093_x,Rx,None,None,TRUE
EOLR_sfr_60cm_093_y,,,EOLR_sfr_60cm_093_y,Rx,None,None,TRUE
EOLR_sfr_60cm_093_radius,,,EOLR_sfr_60cm_093_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_094_Ny8,,,EOLR_sfr_60cm_094_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_094_Ny4,,,EOLR_sfr_60cm_094_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_094_Ny2,,,EOLR_sfr_60cm_094_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_094_Acc,,,EOLR_sfr_60cm_094_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_094_x,,,EOLR_sfr_60cm_094_x,Rx,None,None,TRUE
EOLR_sfr_60cm_094_y,,,EOLR_sfr_60cm_094_y,Rx,None,None,TRUE
EOLR_sfr_60cm_094_radius,,,EOLR_sfr_60cm_094_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_095_Ny8,,,EOLR_sfr_60cm_095_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_095_Ny4,,,EOLR_sfr_60cm_095_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_095_Ny2,,,EOLR_sfr_60cm_095_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_095_Acc,,,EOLR_sfr_60cm_095_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_095_x,,,EOLR_sfr_60cm_095_x,Rx,None,None,TRUE
EOLR_sfr_60cm_095_y,,,EOLR_sfr_60cm_095_y,Rx,None,None,TRUE
EOLR_sfr_60cm_095_radius,,,EOLR_sfr_60cm_095_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_096_Ny8,,,EOLR_sfr_60cm_096_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_096_Ny4,,,EOLR_sfr_60cm_096_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_096_Ny2,,,EOLR_sfr_60cm_096_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_096_Acc,,,EOLR_sfr_60cm_096_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_096_x,,,EOLR_sfr_60cm_096_x,Rx,None,None,TRUE
EOLR_sfr_60cm_096_y,,,EOLR_sfr_60cm_096_y,Rx,None,None,TRUE
EOLR_sfr_60cm_096_radius,,,EOLR_sfr_60cm_096_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_097_Ny8,,,EOLR_sfr_60cm_097_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_097_Ny4,,,EOLR_sfr_60cm_097_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_097_Ny2,,,EOLR_sfr_60cm_097_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_097_Acc,,,EOLR_sfr_60cm_097_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_097_x,,,EOLR_sfr_60cm_097_x,Rx,None,None,TRUE
EOLR_sfr_60cm_097_y,,,EOLR_sfr_60cm_097_y,Rx,None,None,TRUE
EOLR_sfr_60cm_097_radius,,,EOLR_sfr_60cm_097_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_098_Ny8,,,EOLR_sfr_60cm_098_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_098_Ny4,,,EOLR_sfr_60cm_098_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_098_Ny2,,,EOLR_sfr_60cm_098_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_098_Acc,,,EOLR_sfr_60cm_098_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_098_x,,,EOLR_sfr_60cm_098_x,Rx,None,None,TRUE
EOLR_sfr_60cm_098_y,,,EOLR_sfr_60cm_098_y,Rx,None,None,TRUE
EOLR_sfr_60cm_098_radius,,,EOLR_sfr_60cm_098_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_099_Ny8,,,EOLR_sfr_60cm_099_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_099_Ny4,,,EOLR_sfr_60cm_099_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_099_Ny2,,,EOLR_sfr_60cm_099_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_099_Acc,,,EOLR_sfr_60cm_099_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_099_x,,,EOLR_sfr_60cm_099_x,Rx,None,None,TRUE
EOLR_sfr_60cm_099_y,,,EOLR_sfr_60cm_099_y,Rx,None,None,TRUE
EOLR_sfr_60cm_099_radius,,,EOLR_sfr_60cm_099_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_100_Ny8,,,EOLR_sfr_60cm_100_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_100_Ny4,,,EOLR_sfr_60cm_100_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_100_Ny2,,,EOLR_sfr_60cm_100_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_100_Acc,,,EOLR_sfr_60cm_100_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_100_x,,,EOLR_sfr_60cm_100_x,Rx,None,None,TRUE
EOLR_sfr_60cm_100_y,,,EOLR_sfr_60cm_100_y,Rx,None,None,TRUE
EOLR_sfr_60cm_100_radius,,,EOLR_sfr_60cm_100_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_101_Ny8,,,EOLR_sfr_60cm_101_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_101_Ny4,,,EOLR_sfr_60cm_101_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_101_Ny2,,,EOLR_sfr_60cm_101_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_101_Acc,,,EOLR_sfr_60cm_101_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_101_x,,,EOLR_sfr_60cm_101_x,Rx,None,None,TRUE
EOLR_sfr_60cm_101_y,,,EOLR_sfr_60cm_101_y,Rx,None,None,TRUE
EOLR_sfr_60cm_101_radius,,,EOLR_sfr_60cm_101_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_102_Ny8,,,EOLR_sfr_60cm_102_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_102_Ny4,,,EOLR_sfr_60cm_102_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_102_Ny2,,,EOLR_sfr_60cm_102_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_102_Acc,,,EOLR_sfr_60cm_102_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_102_x,,,EOLR_sfr_60cm_102_x,Rx,None,None,TRUE
EOLR_sfr_60cm_102_y,,,EOLR_sfr_60cm_102_y,Rx,None,None,TRUE
EOLR_sfr_60cm_102_radius,,,EOLR_sfr_60cm_102_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_103_Ny8,,,EOLR_sfr_60cm_103_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_103_Ny4,,,EOLR_sfr_60cm_103_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_103_Ny2,,,EOLR_sfr_60cm_103_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_103_Acc,,,EOLR_sfr_60cm_103_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_103_x,,,EOLR_sfr_60cm_103_x,Rx,None,None,TRUE
EOLR_sfr_60cm_103_y,,,EOLR_sfr_60cm_103_y,Rx,None,None,TRUE
EOLR_sfr_60cm_103_radius,,,EOLR_sfr_60cm_103_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_104_Ny8,,,EOLR_sfr_60cm_104_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_104_Ny4,,,EOLR_sfr_60cm_104_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_104_Ny2,,,EOLR_sfr_60cm_104_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_104_Acc,,,EOLR_sfr_60cm_104_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_104_x,,,EOLR_sfr_60cm_104_x,Rx,None,None,TRUE
EOLR_sfr_60cm_104_y,,,EOLR_sfr_60cm_104_y,Rx,None,None,TRUE
EOLR_sfr_60cm_104_radius,,,EOLR_sfr_60cm_104_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_105_Ny8,,,EOLR_sfr_60cm_105_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_105_Ny4,,,EOLR_sfr_60cm_105_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_105_Ny2,,,EOLR_sfr_60cm_105_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_105_Acc,,,EOLR_sfr_60cm_105_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_105_x,,,EOLR_sfr_60cm_105_x,Rx,None,None,TRUE
EOLR_sfr_60cm_105_y,,,EOLR_sfr_60cm_105_y,Rx,None,None,TRUE
EOLR_sfr_60cm_105_radius,,,EOLR_sfr_60cm_105_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_106_Ny8,,,EOLR_sfr_60cm_106_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_106_Ny4,,,EOLR_sfr_60cm_106_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_106_Ny2,,,EOLR_sfr_60cm_106_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_106_Acc,,,EOLR_sfr_60cm_106_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_106_x,,,EOLR_sfr_60cm_106_x,Rx,None,None,TRUE
EOLR_sfr_60cm_106_y,,,EOLR_sfr_60cm_106_y,Rx,None,None,TRUE
EOLR_sfr_60cm_106_radius,,,EOLR_sfr_60cm_106_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_107_Ny8,,,EOLR_sfr_60cm_107_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_107_Ny4,,,EOLR_sfr_60cm_107_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_107_Ny2,,,EOLR_sfr_60cm_107_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_107_Acc,,,EOLR_sfr_60cm_107_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_107_x,,,EOLR_sfr_60cm_107_x,Rx,None,None,TRUE
EOLR_sfr_60cm_107_y,,,EOLR_sfr_60cm_107_y,Rx,None,None,TRUE
EOLR_sfr_60cm_107_radius,,,EOLR_sfr_60cm_107_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_108_Ny8,,,EOLR_sfr_60cm_108_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_108_Ny4,,,EOLR_sfr_60cm_108_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_108_Ny2,,,EOLR_sfr_60cm_108_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_108_Acc,,,EOLR_sfr_60cm_108_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_108_x,,,EOLR_sfr_60cm_108_x,Rx,None,None,TRUE
EOLR_sfr_60cm_108_y,,,EOLR_sfr_60cm_108_y,Rx,None,None,TRUE
EOLR_sfr_60cm_108_radius,,,EOLR_sfr_60cm_108_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_109_Ny8,,,EOLR_sfr_60cm_109_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_109_Ny4,,,EOLR_sfr_60cm_109_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_109_Ny2,,,EOLR_sfr_60cm_109_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_109_Acc,,,EOLR_sfr_60cm_109_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_109_x,,,EOLR_sfr_60cm_109_x,Rx,None,None,TRUE
EOLR_sfr_60cm_109_y,,,EOLR_sfr_60cm_109_y,Rx,None,None,TRUE
EOLR_sfr_60cm_109_radius,,,EOLR_sfr_60cm_109_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_110_Ny8,,,EOLR_sfr_60cm_110_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_110_Ny4,,,EOLR_sfr_60cm_110_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_110_Ny2,,,EOLR_sfr_60cm_110_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_110_Acc,,,EOLR_sfr_60cm_110_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_110_x,,,EOLR_sfr_60cm_110_x,Rx,None,None,TRUE
EOLR_sfr_60cm_110_y,,,EOLR_sfr_60cm_110_y,Rx,None,None,TRUE
EOLR_sfr_60cm_110_radius,,,EOLR_sfr_60cm_110_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_111_Ny8,,,EOLR_sfr_60cm_111_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_111_Ny4,,,EOLR_sfr_60cm_111_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_111_Ny2,,,EOLR_sfr_60cm_111_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_111_Acc,,,EOLR_sfr_60cm_111_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_111_x,,,EOLR_sfr_60cm_111_x,Rx,None,None,TRUE
EOLR_sfr_60cm_111_y,,,EOLR_sfr_60cm_111_y,Rx,None,None,TRUE
EOLR_sfr_60cm_111_radius,,,EOLR_sfr_60cm_111_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_112_Ny8,,,EOLR_sfr_60cm_112_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_112_Ny4,,,EOLR_sfr_60cm_112_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_112_Ny2,,,EOLR_sfr_60cm_112_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_112_Acc,,,EOLR_sfr_60cm_112_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_112_x,,,EOLR_sfr_60cm_112_x,Rx,None,None,TRUE
EOLR_sfr_60cm_112_y,,,EOLR_sfr_60cm_112_y,Rx,None,None,TRUE
EOLR_sfr_60cm_112_radius,,,EOLR_sfr_60cm_112_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_113_Ny8,,,EOLR_sfr_60cm_113_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_113_Ny4,,,EOLR_sfr_60cm_113_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_113_Ny2,,,EOLR_sfr_60cm_113_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_113_Acc,,,EOLR_sfr_60cm_113_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_113_x,,,EOLR_sfr_60cm_113_x,Rx,None,None,TRUE
EOLR_sfr_60cm_113_y,,,EOLR_sfr_60cm_113_y,Rx,None,None,TRUE
EOLR_sfr_60cm_113_radius,,,EOLR_sfr_60cm_113_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_114_Ny8,,,EOLR_sfr_60cm_114_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_114_Ny4,,,EOLR_sfr_60cm_114_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_114_Ny2,,,EOLR_sfr_60cm_114_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_114_Acc,,,EOLR_sfr_60cm_114_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_114_x,,,EOLR_sfr_60cm_114_x,Rx,None,None,TRUE
EOLR_sfr_60cm_114_y,,,EOLR_sfr_60cm_114_y,Rx,None,None,TRUE
EOLR_sfr_60cm_114_radius,,,EOLR_sfr_60cm_114_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_115_Ny8,,,EOLR_sfr_60cm_115_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_115_Ny4,,,EOLR_sfr_60cm_115_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_115_Ny2,,,EOLR_sfr_60cm_115_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_115_Acc,,,EOLR_sfr_60cm_115_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_115_x,,,EOLR_sfr_60cm_115_x,Rx,None,None,TRUE
EOLR_sfr_60cm_115_y,,,EOLR_sfr_60cm_115_y,Rx,None,None,TRUE
EOLR_sfr_60cm_115_radius,,,EOLR_sfr_60cm_115_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_116_Ny8,,,EOLR_sfr_60cm_116_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_116_Ny4,,,EOLR_sfr_60cm_116_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_116_Ny2,,,EOLR_sfr_60cm_116_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_116_Acc,,,EOLR_sfr_60cm_116_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_116_x,,,EOLR_sfr_60cm_116_x,Rx,None,None,TRUE
EOLR_sfr_60cm_116_y,,,EOLR_sfr_60cm_116_y,Rx,None,None,TRUE
EOLR_sfr_60cm_116_radius,,,EOLR_sfr_60cm_116_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_117_Ny8,,,EOLR_sfr_60cm_117_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_117_Ny4,,,EOLR_sfr_60cm_117_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_117_Ny2,,,EOLR_sfr_60cm_117_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_117_Acc,,,EOLR_sfr_60cm_117_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_117_x,,,EOLR_sfr_60cm_117_x,Rx,None,None,TRUE
EOLR_sfr_60cm_117_y,,,EOLR_sfr_60cm_117_y,Rx,None,None,TRUE
EOLR_sfr_60cm_117_radius,,,EOLR_sfr_60cm_117_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_118_Ny8,,,EOLR_sfr_60cm_118_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_118_Ny4,,,EOLR_sfr_60cm_118_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_118_Ny2,,,EOLR_sfr_60cm_118_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_118_Acc,,,EOLR_sfr_60cm_118_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_118_x,,,EOLR_sfr_60cm_118_x,Rx,None,None,TRUE
EOLR_sfr_60cm_118_y,,,EOLR_sfr_60cm_118_y,Rx,None,None,TRUE
EOLR_sfr_60cm_118_radius,,,EOLR_sfr_60cm_118_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_119_Ny8,,,EOLR_sfr_60cm_119_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_119_Ny4,,,EOLR_sfr_60cm_119_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_119_Ny2,,,EOLR_sfr_60cm_119_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_119_Acc,,,EOLR_sfr_60cm_119_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_119_x,,,EOLR_sfr_60cm_119_x,Rx,None,None,TRUE
EOLR_sfr_60cm_119_y,,,EOLR_sfr_60cm_119_y,Rx,None,None,TRUE
EOLR_sfr_60cm_119_radius,,,EOLR_sfr_60cm_119_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_120_Ny8,,,EOLR_sfr_60cm_120_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_120_Ny4,,,EOLR_sfr_60cm_120_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_120_Ny2,,,EOLR_sfr_60cm_120_Ny2,Rx,None,None,TRUE
EOLR_sfr_60cm_120_Acc,,,EOLR_sfr_60cm_120_Acc,Rx,None,None,TRUE
EOLR_sfr_60cm_120_x,,,EOLR_sfr_60cm_120_x,Rx,None,None,TRUE
EOLR_sfr_60cm_120_y,,,EOLR_sfr_60cm_120_y,Rx,None,None,TRUE
EOLR_sfr_60cm_120_radius,,,EOLR_sfr_60cm_120_radius,Rx,None,None,TRUE
EOLR_sfr_60cm_121_Ny8,,,EOLR_sfr_60cm_121_Ny8,Rx,None,None,TRUE
EOLR_sfr_60cm_121_Ny4,,,EOLR_sfr_60cm_121_Ny4,Rx,None,None,TRUE
EOLR_sfr_60cm_121_Ny2,,,EOLR_sfr_60cm_121_Ny2,Rx,None,None,TRUE
